mod_id,mod_name,source_file,object_name,cost,upkeep,produces,shipyard_capacity,naval_cap,build_speed,build_cost_value,annual_upkeep_value,annual_payoff_value,payback_years,market_base_cost_energy,market_deficit_cost_energy,market_deficit_annual_upkeep_energy,market_deficit_annual_payoff_energy,market_deficit_payback_years,market_surplus_annual_payoff_energy,market_surplus_payback_years,market_fee_deficit_cost_energy,market_fee_deficit_annual_payoff_energy,market_unpriced_resources,strategic_shipyard_effective_slots,strategic_shipyard_annual_alloy_throughput,strategic_shipyard_annual_fleet_value_energy,strategic_shipyard_payback_years,priority_tier,source_has_ai_weight,director_strategy_role,director_weight_basis,director_build_gate,director_surplus_sink_role,director_surplus_sink_priority,decision_eligible,data_quality,unresolved_symbols,inline_scripts,prerequisites,upgrade_from
1121692237,Gigastructural Engineering & More (4.4),common/megastructures/zz_e_neutronium_gigaforge.txt,neutronium_gigaforge_3,unity=2500;alloys=5000,energy=780,engineering_research=250;alloys=420,0.0,0.0,0.0,6250.0,2340.0,7290.0,1.18,20000.0,100000.0,9360.0,100800.0,1.08,4032.0,7.28,130000.0,131040.0,unity=2500;engineering_research=250,0.0,0.0,0.0,,economy_multiplier,True,economy_multiplier,market_deficit_payback_and_resource_bottleneck,when_survival_clear_and_megastructure_reserve_safe,research_sink,1,yes,resolved,,megastructures/generic_parts/giga_mega_alloy_cost,,neutronium_gigaforge_2
1121692237,Gigastructural Engineering & More (4.4),common/megastructures/zz_i_nidavellir_forge.txt,nidavellir_forge_4,unity=10000;alloys=40000,minerals=3500;influence=1,alloys=1500,0.0,0.0,0.0,45000.0,14700.0,18000.0,3.32,160000.0,800000.0,210000.0,360000.0,2.81,14400.0,25.69,1040000.0,468000.0,unity=10000;influence=1,0.0,0.0,0.0,,economy_multiplier,True,economy_multiplier,market_deficit_payback_and_resource_bottleneck,when_survival_clear_and_megastructure_reserve_safe,not_surplus_sink,,yes,resolved,,megastructures/generic_parts/giga_mega_alloy_cost,,nidavellir_forge_3
1121692237,Gigastructural Engineering & More (4.4),common/megastructures/zz_e_neutronium_gigaforge.txt,neutronium_gigaforge_2,unity=2500;alloys=5000,energy=300,engineering_research=50;alloys=150,0.0,0.0,0.0,6250.0,900.0,2250.0,3.18,20000.0,100000.0,3600.0,36000.0,2.88,1440.0,16.39,130000.0,46800.0,unity=2500;engineering_research=50,0.0,0.0,0.0,,economy_multiplier,True,economy_multiplier,market_deficit_payback_and_resource_bottleneck,when_survival_clear_and_megastructure_reserve_safe,research_sink,1,yes,resolved,,megastructures/generic_parts/giga_mega_alloy_cost,,neutronium_gigaforge_1
1121692237,Gigastructural Engineering & More (4.4),common/megastructures/zz_i_nidavellir_forge.txt,nidavellir_forge_3,unity=10000;alloys=30000,minerals=2000,alloys=900,0.0,0.0,0.0,35000.0,8400.0,10800.0,4.02,120000.0,600000.0,120000.0,216000.0,3.33,8640.0,27.78,780000.0,280800.0,unity=10000,0.0,0.0,0.0,,economy_multiplier,True,economy_multiplier,market_deficit_payback_and_resource_bottleneck,when_survival_clear_and_megastructure_reserve_safe,not_surplus_sink,,yes,resolved,,megastructures/generic_parts/giga_mega_alloy_cost,,nidavellir_forge_2
1121692237,Gigastructural Engineering & More (4.4),common/megastructures/zz_i_nidavellir_forge.txt,nidavellir_forge_2,unity=10000;alloys=20000,minerals=1400,alloys=600,0.0,0.0,0.0,25000.0,5880.0,7200.0,4.29,80000.0,400000.0,84000.0,144000.0,3.36,5760.0,28.47,520000.0,187200.0,unity=10000,0.0,0.0,0.0,,economy_multiplier,True,economy_multiplier,market_deficit_payback_and_resource_bottleneck,when_survival_clear_and_megastructure_reserve_safe,not_surplus_sink,,yes,resolved,,megastructures/generic_parts/giga_mega_alloy_cost,,nidavellir_forge_1
1121692237,Gigastructural Engineering & More (4.4),common/megastructures/zz_e_dyson_sphere_o_star.txt,dyson_sphere_5_o_star,unity=22500;alloys=45000,,energy=20000,0.0,0.0,0.0,56250.0,0.0,60000.0,0.94,180000.0,900000.0,0.0,240000.0,3.75,240000.0,0.75,1170000.0,240000.0,unity=22500,0.0,0.0,0.0,,economy_multiplier,True,economy_multiplier,market_deficit_payback_and_resource_bottleneck,when_survival_clear_and_megastructure_reserve_safe,not_surplus_sink,,yes,resolved,,megastructures/generic_parts/giga_mega_alloy_cost,tech_dyson_sphere,dyson_sphere_4_o_star
1121692237,Gigastructural Engineering & More (4.4),common/megastructures/zz_e_dyson_sphere.txt,dyson_sphere_5,unity=5000;alloys=10000,,energy=4000,0.0,0.0,0.0,12500.0,0.0,12000.0,1.04,40000.0,200000.0,0.0,48000.0,4.17,48000.0,0.83,260000.0,48000.0,unity=5000,0.0,0.0,0.0,,economy_multiplier,True,economy_multiplier,market_deficit_payback_and_resource_bottleneck,when_survival_clear_and_megastructure_reserve_safe,not_surplus_sink,,yes,resolved,,megastructures/dyson_sphere/dyson_sphere_star_class megastructures/dyson_sphere/parts/dyson_sphere_star_class_part megastructures/generic_parts/giga_mega_alloy_cost,tech_dyson_sphere,dyson_sphere_4
1121692237,Gigastructural Engineering & More (4.4),common/megastructures/zz_e_dyson_sphere_scaling.txt,dyson_sphere_5_a_star,unity=7500;alloys=15000,,energy=6000,0.0,0.0,0.0,18750.0,0.0,18000.0,1.04,60000.0,300000.0,0.0,72000.0,4.17,72000.0,0.83,390000.0,72000.0,unity=7500,0.0,0.0,0.0,,economy_multiplier,True,economy_multiplier,market_deficit_payback_and_resource_bottleneck,when_survival_clear_and_megastructure_reserve_safe,not_surplus_sink,,yes,resolved,,megastructures/dyson_sphere/dyson_sphere_5 megastructures/dyson_sphere/dyson_sphere_star_class megastructures/dyson_sphere/parts/dyson_sphere_star_class_part megastructures/generic_parts/giga_mega_alloy_cost,tech_dyson_sphere,dyson_sphere_4_a_star
1121692237,Gigastructural Engineering & More (4.4),common/megastructures/zz_e_dyson_sphere_scaling.txt,dyson_sphere_5_b_star,unity=12500;alloys=25000,,energy=10000,0.0,0.0,0.0,31250.0,0.0,30000.0,1.04,100000.0,500000.0,0.0,120000.0,4.17,120000.0,0.83,650000.0,120000.0,unity=12500,0.0,0.0,0.0,,economy_multiplier,True,economy_multiplier,market_deficit_payback_and_resource_bottleneck,when_survival_clear_and_megastructure_reserve_safe,not_surplus_sink,,yes,resolved,,megastructures/dyson_sphere/dyson_sphere_5 megastructures/dyson_sphere/dyson_sphere_star_class megastructures/dyson_sphere/parts/dyson_sphere_star_class_part megastructures/generic_parts/giga_mega_alloy_cost,tech_dyson_sphere,dyson_sphere_4_b_star
1121692237,Gigastructural Engineering & More (4.4),common/megastructures/zz_e_dyson_sphere_scaling.txt,dyson_sphere_5_f_star,unity=6250;alloys=12500,,energy=5000,0.0,0.0,0.0,15625.0,0.0,15000.0,1.04,50000.0,250000.0,0.0,60000.0,4.17,60000.0,0.83,325000.0,60000.0,unity=6250,0.0,0.0,0.0,,economy_multiplier,True,economy_multiplier,market_deficit_payback_and_resource_bottleneck,when_survival_clear_and_megastructure_reserve_safe,not_surplus_sink,,yes,resolved,,megastructures/dyson_sphere/dyson_sphere_5 megastructures/dyson_sphere/dyson_sphere_star_class megastructures/dyson_sphere/parts/dyson_sphere_star_class_part megastructures/generic_parts/giga_mega_alloy_cost,tech_dyson_sphere,dyson_sphere_4_f_star
1121692237,Gigastructural Engineering & More (4.4),common/megastructures/zz_e_dyson_sphere_scaling.txt,dyson_sphere_5_g_star,unity=5000;alloys=10000,,energy=4000,0.0,0.0,0.0,12500.0,0.0,12000.0,1.04,40000.0,200000.0,0.0,48000.0,4.17,48000.0,0.83,260000.0,48000.0,unity=5000,0.0,0.0,0.0,,economy_multiplier,True,economy_multiplier,market_deficit_payback_and_resource_bottleneck,when_survival_clear_and_megastructure_reserve_safe,not_surplus_sink,,yes,resolved,,megastructures/dyson_sphere/dyson_sphere_5 megastructures/dyson_sphere/dyson_sphere_star_class megastructures/dyson_sphere/parts/dyson_sphere_star_class_part megastructures/generic_parts/giga_mega_alloy_cost,tech_dyson_sphere,dyson_sphere_4_g_star
