run_id,checkpoint_year,date,empire_rank,empire_name,country_id,economy_power,tech_power,fleet_power,naval_capacity_used,naval_capacity_available,research,alloys_income,consumer_goods_income,energy_income,minerals_income,food_income,pops,colonies,systems,habitats,megastructures,deficits,notes,evidence_file
observer-20260709T104133Z,2250,2250.01.01,1,NAME_The_Chosen,46,1762.831,2370,190,190,,164.796,80.229,184.137,354.809,208.979,248.083,23098,5,,,,,save country type 1; regular AI benchmark excludes fallen/special countries,saves\observer-20260709T104133Z-2250.01.01.sav
observer-20260709T104133Z,2250,2250.01.01,2,SPEC_Alari Kernel,16777217,1244.521,2042.5,75,75,,165.923,111.065,,528.817,242.507,,12006,3,,,1,,save country type country; regular AI benchmark excludes fallen/special countries,saves\observer-20260709T104133Z-2250.01.01.sav
observer-20260709T104133Z,2250,2250.01.01,3,Galactic %ADJECTIVE% Somcuedovian Union,3,1205.364,2867.5,30,30,,276.136,31.03,72.371,371.147,296.799,199.646,10522,5,,,13,,save country type country; regular AI benchmark excludes fallen/special countries,saves\observer-20260709T104133Z-2250.01.01.sav
observer-20260709T104133Z,2250,2250.01.01,4,Feral Hesukaran Annihilators,2,1165.415,1395,165,165,,98.902,58.839,,350.969,177.105,268.481,15353,4,,,6,,save country type 1; regular AI benchmark excludes fallen/special countries,saves\observer-20260709T104133Z-2250.01.01.sav
observer-20260709T104133Z,2250,2250.01.01,5,Scoran Accord,0,1077.828,1327.5,215,215,,152.101,64.915,,334.252,173.219,279.277,16218,4,,,2,,save country type country; regular AI benchmark excludes fallen/special countries,saves\observer-20260709T104133Z-2250.01.01.sav
observer-20260709T104133Z,2250,2250.01.01,6,Callerese Hive,16777220,1025.497,1975,20,20,,165.771,62.554,,324.492,173.976,252.876,15031,5,,,9,,save country type 2; regular AI benchmark excludes fallen/special countries,saves\observer-20260709T104133Z-2250.01.01.sav
observer-20260709T104133Z,2250,2250.01.01,7,Haranoid %ADJ% Confederated Suns,33554489,972.234,1615,75,75,,147.396,36.42,100.153,264.941,174.419,165.224,11027,5,,,1,,save country type 1; regular AI benchmark excludes fallen/special countries,saves\observer-20260709T104133Z-2250.01.01.sav
observer-20260709T104133Z,2300,2300.01.01,1,NAME_The_Chosen,46,4206.357,5340,270,270,,497.345,91.363,647.523,842.015,459.99,535.344,47279,6,,,6,,save country type 2; regular AI benchmark excludes fallen/special countries,saves\observer-20260709T104133Z-2300.01.01.sav
observer-20260709T104133Z,2300,2300.01.01,2,Tranquil %ADJECTIVE% Gricretoid Cooperative,16777222,4044.277,4640,0,0,,632.376,341.057,354.678,768.409,753.862,304.417,21075,8,,,15,,save country type 2; regular AI benchmark excludes fallen/special countries,saves\observer-20260709T104133Z-2300.01.01.sav
observer-20260709T104133Z,2300,2300.01.01,3,Galactic %ADJECTIVE% Somcuedovian Union,3,3815.351,12160,28,28,,1079.421,102.917,364.877,808.13,647.828,458.329,21630,9,,,29,,save country type 2; regular AI benchmark excludes fallen/special countries,saves\observer-20260709T104133Z-2300.01.01.sav
