run_id,checkpoint_year,date,empire_rank,empire_name,country_id,economy_power,tech_power,fleet_power,naval_capacity_used,naval_capacity_available,research,alloys_income,consumer_goods_income,energy_income,minerals_income,food_income,pops,colonies,systems,habitats,megastructures,deficits,notes,evidence_file
observer-20260707T105756Z,2250,2250.01.01,1,Divine %ADJECTIVE% Maganir Council,16777223,2309.683,1327.5,170,170,,350.643,85.784,164.031,505.497,535.604,303.249,9320,5,,,5,,save country type colony; regular AI benchmark excludes fallen/special countries,saves\autosave_2250.01.01.sav
observer-20260707T105756Z,2250,2250.01.01,2,Sicnaü Mandate,16777227,2017.331,1510,71,71,,287.32,58.929,160.641,479.968,424.339,152.898,9870,3,,,7,,save country type country; regular AI benchmark excludes fallen/special countries,saves\autosave_2250.01.01.sav
observer-20260707T105756Z,2250,2250.01.01,3,Luo-xu-li State,16777222,1659.179,1412.5,91,91,,280.127,81.187,78.845,382.817,416.417,307.168,9576,4,,,9,,save country type colony; regular AI benchmark excludes fallen/special countries,saves\autosave_2250.01.01.sav
observer-20260707T105756Z,2250,2250.01.01,4,NAME_The_Chosen,47,1359.937,1765,129,129,,248.948,38.713,209.387,290.004,200.138,280.864,25662,6,,,3,,save country type 2; regular AI benchmark excludes fallen/special countries,saves\autosave_2250.01.01.sav
observer-20260707T105756Z,2250,2250.01.01,5,Skozulese Accord,16777220,1317.686,1790,75,75,,407.23,76.851,,403.544,331.36,258.416,16985,5,,,1,,save country type country; regular AI benchmark excludes fallen/special countries,saves\autosave_2250.01.01.sav
observer-20260707T105756Z,2250,2250.01.01,6,AofB,16777225,1254.034,1580,30,30,,326.205,43.995,148.542,270.087,319.092,28.889,11052,6,,,3,,save country type colony; regular AI benchmark excludes fallen/special countries,saves\autosave_2250.01.01.sav
observer-20260707T105756Z,2250,2250.01.01,7,Sat'akhenese Regime,16777224,1227.086,1287.5,60,60,,176.002,42.304,150.775,219.745,198.839,246.596,11695,3,,,1,,save country type 1; regular AI benchmark excludes fallen/special countries,saves\autosave_2250.01.01.sav
observer-20260707T105756Z,2250,2250.01.01,8,SPEC_Alari Kernel,16777217,1199.943,1520,57,57,,261.496,57.985,,586.889,265.001,16.6,11256,5,,,3,,save country type colony; regular AI benchmark excludes fallen/special countries,saves\autosave_2250.01.01.sav
observer-20260707T105756Z,2250,2250.01.01,9,Kraotre Commonwealth,16777221,1191.518,1520,129,129,,304.484,38.804,140.675,310.649,219.731,249.149,11311,5,,,10,,save country type colony; regular AI benchmark excludes fallen/special countries,saves\autosave_2250.01.01.sav
observer-20260707T105756Z,2250,2250.01.01,10,Feral Hesukaran Annihilators,2,984.879,830,104,104,,135.924,57.818,,256.773,193.863,302.969,10569,2,,,,,save country type colony; regular AI benchmark excludes fallen/special countries,saves\autosave_2250.01.01.sav
observer-20260707T105756Z,2250,2250.01.01,11,Cidnuran Consciousness,0,881.756,1177.5,40,40,,78.322,71.727,,205.557,219.639,161.245,11152,4,,,,,save country type colony; regular AI benchmark excludes fallen/special countries,saves\autosave_2250.01.01.sav
observer-20260707T105756Z,2250,2250.01.01,12,Great %ADJECTIVE% Drilyid Regime,3,679.782,1027.5,56,56,,115.768,30.91,69.628,146.887,112.411,130.116,6204,1,,,1,,save country type country; regular AI benchmark excludes fallen/special countries,saves\autosave_2250.01.01.sav
observer-20260707T105756Z,2300,2300.01.01,1,Vazuran Hegemony,117440581,4205.262,282637.5,595,595,,256.865,263.561,100,1406.151,445.304,317.325,27487,10,,,17,,save country type country; regular AI benchmark excludes fallen/special countries,saves\autosave_2300.01.01.sav
observer-20260707T105756Z,2300,2300.01.01,2,Luo-xu-li State,16777222,3884.111,4535,89,89,,1064.519,151.385,302.884,784.71,650.896,441.966,19973,4,,,20,,save country type 2; regular AI benchmark excludes fallen/special countries,saves\autosave_2300.01.01.sav
observer-20260707T105756Z,2300,2300.01.01,3,Skozulese Accord,16777220,3811.457,5440,272,272,,725.848,224.936,,943.163,737.086,492.267,34738,5,,,2,,save country type 2; regular AI benchmark excludes fallen/special countries,saves\autosave_2300.01.01.sav
observer-20260707T105756Z,2300,2300.01.01,4,SPEC_Alari Kernel,16777217,2752.218,3230,159,159,,351.154,180.466,,903.474,458.786,17.8,20056,5,,,3,,save country type 1; regular AI benchmark excludes fallen/special countries,saves\autosave_2300.01.01.sav
observer-20260707T105756Z,2300,2300.01.01,5,NAME_The_Chosen,47,2620.33,3287.5,140,140,,345.619,74.204,314.047,493.933,412.143,455.671,38849,6,,,5,,save country type 2; regular AI benchmark excludes fallen/special countries,saves\autosave_2300.01.01.sav
observer-20260707T105756Z,2300,2300.01.01,6,Divine %ADJECTIVE% Maganir Council,16777223,2488.685,3462.5,184,184,,433.912,155.023,193.774,480.083,534.947,265.744,15086,3,,,9,,save country type country; regular AI benchmark excludes fallen/special countries,saves\autosave_2300.01.01.sav
observer-20260707T105756Z,2300,2300.01.01,7,Sicnaü Mandate,16777227,2308.217,2667.5,40,40,,257.015,50.314,167.552,468.54,409.586,231.584,14729,4,,,7,,save country type country; regular AI benchmark excludes fallen/special countries,saves\autosave_2300.01.01.sav
