run_id,checkpoint_year,date,empire_rank,empire_name,country_id,economy_power,tech_power,fleet_power,naval_capacity_used,naval_capacity_available,research,alloys_income,consumer_goods_income,energy_income,minerals_income,food_income,pops,colonies,systems,habitats,megastructures,deficits,notes,evidence_file
observer-20260707T090209Z,2250,2250.01.01,1,NAME_The_Chosen,58,2531.745,1432.5,220,220,,412.343,54.232,283.205,549.749,326.467,406.473,23482,6,,,2,,save country type 2; regular AI benchmark excludes fallen/special countries,saves/checkpoint-2250-autosave_2250.01.01.sav
observer-20260707T090209Z,2250,2250.01.01,2,Ro-Adj State,16777228,1809.128,1685,85,85,,317.556,49.957,173.965,567.555,315.884,232.083,18074,5,,,6,,save country type 2; regular AI benchmark excludes fallen/special countries,saves/checkpoint-2250-autosave_2250.01.01.sav
observer-20260707T090209Z,2250,2250.01.01,3,EMPIRE_DESIGN_zeriphen1,16777223,1427.659,2042.5,245,245,,280.899,70.555,116.511,408.616,278.002,60,9073,1,,,8,,save country type 1; regular AI benchmark excludes fallen/special countries,saves/checkpoint-2250-autosave_2250.01.01.sav
observer-20260707T090209Z,2250,2250.01.01,4,SPEC_Alari Kernel,2,1406.833,972.5,144,144,,167.721,134.359,,585.597,234.445,5.6,15048,5,,,7,,save country type 1; regular AI benchmark excludes fallen/special countries,saves/checkpoint-2250-autosave_2250.01.01.sav
observer-20260707T090209Z,2250,2250.01.01,5,Feral Hesukaran Annihilators,16777217,1360.947,1072.5,210,210,,185.809,71.98,,371.21,226.669,279.101,13459,2,,,2,,save country type 2; regular AI benchmark excludes fallen/special countries,saves/checkpoint-2250-autosave_2250.01.01.sav
observer-20260707T090209Z,2250,2250.01.01,6,L Desolators,16777220,1323.56,792.5,195,195,,106.644,71.236,101.393,467.993,178.448,165.89,12097,2,,,,,save country type country; regular AI benchmark excludes fallen/special countries,saves/checkpoint-2250-autosave_2250.01.01.sav
observer-20260707T090209Z,2250,2250.01.01,7,Albrotan %ADJ% Allied Nations,16777221,1298.509,1025,20,20,,164.28,51.224,159.384,214.407,246.802,256.523,11739,3,,,3,,save country type country; regular AI benchmark excludes fallen/special countries,saves/checkpoint-2250-autosave_2250.01.01.sav
observer-20260707T090209Z,2250,2250.01.01,8,Olmalgill Imperium,3,1166.049,1840,115,115,,217.196,36.844,66.828,350.144,210.99,216.201,11203,5,,,6,,save country type 1; regular AI benchmark excludes fallen/special countries,saves/checkpoint-2250-autosave_2250.01.01.sav
observer-20260707T090209Z,2250,2250.01.01,9,Glorious %ADJECTIVE% Alip Imperium,134217799,1032.12,635,56,82,,56.909,39.521,200.955,242.604,139.627,94.506,11105,2,,,,,save country type 1; regular AI benchmark excludes fallen/special countries,saves/checkpoint-2250-autosave_2250.01.01.sav
observer-20260707T090209Z,2250,2250.01.01,10,AofB,16777225,992.3,1652.5,5,5,,174.907,38.6,85.822,210.534,224.749,91.617,9749,4,,,7,,save country type 1; regular AI benchmark excludes fallen/special countries,saves/checkpoint-2250-autosave_2250.01.01.sav
observer-20260707T090209Z,2250,2250.01.01,11,Sa-bíin Hegemony,8,813.563,747.5,135,135,,108.917,37.16,47.569,189.974,178.034,202.284,5945,1,,,3,,save country type colony; regular AI benchmark excludes fallen/special countries,saves/checkpoint-2250-autosave_2250.01.01.sav
observer-20260707T090209Z,2250,2250.01.01,12,Democratic %ADJECTIVE% Fallatian Accord,0,457.043,942.5,45,45,,124.191,45.539,98.758,56.406,,21,6284,1,,,,,save country type country; regular AI benchmark excludes fallen/special countries,saves/checkpoint-2250-autosave_2250.01.01.sav
observer-20260707T090209Z,2300,2300.01.01,1,Engineer Autocracy,16777222,4382.409,4342.5,348,348,,666.105,220.391,302.216,1372.902,727.994,202.428,22610,3,,,11,,save country type 2; regular AI benchmark excludes fallen/special countries,saves/checkpoint-2300-autosave_2300.01.01.sav
observer-20260707T090209Z,2300,2300.01.01,2,Ro-Adj State,16777228,4052.679,3782.5,100,100,,488.834,81.502,332.53,1493.767,546.155,319.62,34643,5,,,13,,save country type 2; regular AI benchmark excludes fallen/special countries,saves/checkpoint-2300-autosave_2300.01.01.sav
observer-20260707T090209Z,2300,2300.01.01,3,NAME_The_Chosen,58,3892.869,4302.5,292,292,,799.388,98.591,402.316,907.183,579.617,540.037,37323,7,,,10,,save country type 2; regular AI benchmark excludes fallen/special countries,saves/checkpoint-2300-autosave_2300.01.01.sav
observer-20260707T090209Z,2300,2300.01.01,4,Olmalgill Imperium,3,2476.165,3765,142,142,,321.633,83.443,143.498,602.933,226.927,425.165,21886,5,,,8,,save country type 1; regular AI benchmark excludes fallen/special countries,saves/checkpoint-2300-autosave_2300.01.01.sav
observer-20260707T090209Z,2300,2300.01.01,5,Albrotan %ADJ% Allied Nations,16777221,2296.252,2222.5,225,225,,273.363,91.03,252.575,528.998,479.423,263.304,21393,7,,,4,,save country type country; regular AI benchmark excludes fallen/special countries,saves/checkpoint-2300-autosave_2300.01.01.sav
observer-20260707T090209Z,2300,2300.01.01,6,EMPIRE_DESIGN_zeriphen1,16777223,2172.265,4235,326,326,,400.425,123.883,253.312,471.86,325.734,60,14458,4,,,9,,save country type country; regular AI benchmark excludes fallen/special countries,saves/checkpoint-2300-autosave_2300.01.01.sav
observer-20260707T090209Z,2300,2300.01.01,7,Feral Hesukaran Annihilators,16777217,1942.024,2415,351,351,,227.52,124.166,,440.836,321.569,388.197,22515,2,,,2,,save country type 2; regular AI benchmark excludes fallen/special countries,saves/checkpoint-2300-autosave_2300.01.01.sav
observer-20260707T090209Z,2300,2300.01.01,8,L Desolators,16777220,1582.713,1470,235,235,,111.293,99.378,126.07,494.016,185.413,163.05,16111,2,,,,,save country type country; regular AI benchmark excludes fallen/special countries,saves/checkpoint-2300-autosave_2300.01.01.sav
observer-20260707T090209Z,2300,2300.01.01,9,Democratic %ADJECTIVE% Fallatian Accord,0,1551.827,2015,20,20,,315.758,132.01,425.764,246.329,,24.505,20951,6,,,,,save country type country; regular AI benchmark excludes fallen/special countries,saves/checkpoint-2300-autosave_2300.01.01.sav
observer-20260707T090209Z,2300,2300.01.01,10,Kesatay Stellar_Industries,16777227,1344.663,4662.5,74,74,,352.363,23.082,113.644,722.686,219.411,125.969,22047,3,,,20,,save country type 2; regular AI benchmark excludes fallen/special countries,saves/checkpoint-2300-autosave_2300.01.01.sav
observer-20260707T090209Z,2300,2300.01.01,11,Sa-bíin Hegemony,8,950.478,1805,122,122,,142.29,42.339,45.482,199.971,217.769,236.359,6873,1,,,3,,save country type country; regular AI benchmark excludes fallen/special countries,saves/checkpoint-2300-autosave_2300.01.01.sav
observer-20260707T090209Z,2325,2325.01.01,1,Engineer Autocracy,16777222,5374.918,6692.5,440,440,,806.623,301.109,326.601,1466.952,764.185,296.803,27378,3,,,23,,save country type 2; regular AI benchmark excludes fallen/special countries,saves/checkpoint-2325-autosave_2325.01.01.sav
observer-20260707T090209Z,2325,2325.01.01,2,Ro-Adj State,16777228,4583.283,5122.5,143,143,,719.855,112.931,401.582,1547.266,627.929,384.488,43978,7,,,22,,save country type 10; regular AI benchmark excludes fallen/special countries,saves/checkpoint-2325-autosave_2325.01.01.sav
observer-20260707T090209Z,2325,2325.01.01,3,Olmalgill Imperium,3,3196.91,4807.5,137,137,,396.932,97.02,171.686,759.924,335.104,540.433,28602,5,,,12,,save country type 1; regular AI benchmark excludes fallen/special countries,saves/checkpoint-2325-autosave_2325.01.01.sav
observer-20260707T090209Z,2325,2325.01.01,4,NAME_The_Chosen,58,3065.644,6107.5,56,56,,823.72,66.671,347.585,585.79,359.433,601.802,36720,7,,,13,,save country type 2; regular AI benchmark excludes fallen/special countries,saves/checkpoint-2325-autosave_2325.01.01.sav
observer-20260707T090209Z,2325,2325.01.01,5,Albrotan %ADJ% Allied Nations,16777221,2516.818,3445,50,50,,473.19,108.908,262.534,495.032,506.674,212.237,19539,8,,,7,,save country type country; regular AI benchmark excludes fallen/special countries,saves/checkpoint-2325-autosave_2325.01.01.sav
observer-20260707T090209Z,2325,2325.01.01,6,EMPIRE_DESIGN_zeriphen1,16777223,2222.811,5300,336,336,,297.356,131.052,253.312,481.52,301.087,40,13573,3,,,11,,save country type country; regular AI benchmark excludes fallen/special countries,saves/checkpoint-2325-autosave_2325.01.01.sav
observer-20260707T090209Z,2325,2325.01.01,7,SPEC_Alari Kernel,2,2022.729,3087.5,53,53,,281.006,186.701,,706.376,342.05,7,24605,4,,,6,,save country type 1; regular AI benchmark excludes fallen/special countries,saves/checkpoint-2325-autosave_2325.01.01.sav
observer-20260707T090209Z,2325,2325.01.01,8,Glorious %ADJECTIVE% Alip Imperium,134217799,1951.585,2332.5,56,112,,234.021,145.083,144.401,456.4,313.43,140.489,19244,2,,,1,,save country type 1; regular AI benchmark excludes fallen/special countries,saves/checkpoint-2325-autosave_2325.01.01.sav
observer-20260707T090209Z,2325,2325.01.01,9,Democratic %ADJECTIVE% Fallatian Accord,0,1912.849,2580,20,20,,416.069,103.297,388.797,420.771,,24.135,31532,9,,,1,,save country type country; regular AI benchmark excludes fallen/special countries,saves/checkpoint-2325-autosave_2325.01.01.sav
observer-20260707T090209Z,2325,2325.01.01,10,L Desolators,16777220,1820.844,1920,285,285,,279.755,97.629,146.875,551.457,224.215,137.465,16111,2,,,1,,save country type country; regular AI benchmark excludes fallen/special countries,saves/checkpoint-2325-autosave_2325.01.01.sav
observer-20260707T090209Z,2325,2325.01.01,11,Feral Hesukaran Annihilators,16777217,1774.245,3037.5,371,371,,178.736,85.082,,479.223,274.619,388.955,26163,2,,,2,,save country type 2; regular AI benchmark excludes fallen/special countries,saves/checkpoint-2325-autosave_2325.01.01.sav
observer-20260707T090209Z,2325,2325.01.01,12,Kesatay Stellar_Industries,16777227,1629.941,5855,40,240,,375.444,21.036,104.768,838.544,269.589,111.748,26888,3,,,24,,save country type 2; regular AI benchmark excludes fallen/special countries,saves/checkpoint-2325-autosave_2325.01.01.sav
observer-20260707T090209Z,2350,2350.01.01,1,Engineer Autocracy,16777222,6152.658,8942.5,558,558,,807.745,326.823,406.558,1932.054,753.848,242.856,33976,3,,,24,,save country type country; regular AI benchmark excludes fallen/special countries,saves/checkpoint-2350-autosave_2350.01.01.sav
observer-20260707T090209Z,2350,2350.01.01,2,NAME_The_Chosen,58,3660.409,8107.5,61,61,,505.062,94.972,303.139,860.825,505.767,795.858,43955,7,,,16,,save country type country; regular AI benchmark excludes fallen/special countries,saves/checkpoint-2350-autosave_2350.01.01.sav
observer-20260707T090209Z,2350,2350.01.01,3,EMPIRE_DESIGN_zeriphen1,16777223,2728.307,6565,316,316,,606.806,140.795,258.079,619.429,457.091,50,16476,5,,,22,,save country type country; regular AI benchmark excludes fallen/special countries,saves/checkpoint-2350-autosave_2350.01.01.sav
observer-20260707T090209Z,2350,2350.01.01,4,Albrotan %ADJ% Allied Nations,16777221,2612.943,4970,48,48,,379.376,109.213,277.553,636.966,467.68,173.799,21523,6,,,10,,save country type country; regular AI benchmark excludes fallen/special countries,saves/checkpoint-2350-autosave_2350.01.01.sav
observer-20260707T090209Z,2350,2350.01.01,5,Feral Hesukaran Annihilators,16777217,2204.988,3817.5,149,149,,266.244,95.857,,501.735,499.796,431.019,29268,3,,,3,,save country type country; regular AI benchmark excludes fallen/special countries,saves/checkpoint-2350-autosave_2350.01.01.sav
observer-20260707T090209Z,2350,2350.01.01,6,Glorious %ADJECTIVE% Alip Imperium,134217799,2075.669,3295,56,112,,259.233,161.127,162.293,383.357,391.978,142.919,21094,2,,,1,,save country type country; regular AI benchmark excludes fallen/special countries,saves/checkpoint-2350-autosave_2350.01.01.sav
observer-20260707T090209Z,2350,2350.01.01,7,Kesatay Stellar_Industries,16777227,1999.659,7610,66,66,,532.57,42.342,120.609,1056.196,289.784,138.677,32082,3,,,25,,save country type country; regular AI benchmark excludes fallen/special countries,saves/checkpoint-2350-autosave_2350.01.01.sav
observer-20260707T090209Z,2350,2350.01.01,8,L Desolators,16777220,1969.35,2675,140,140,,217.686,111.744,144.121,580.788,202.115,242.176,16111,2,,,2,,save country type country; regular AI benchmark excludes fallen/special countries,saves/checkpoint-2350-autosave_2350.01.01.sav
observer-20260707T090209Z,2350,2350.01.01,9,Sa-bíin %ADJ% Interplanetary League,117440538,1320.403,2417.5,141,141,,103.506,116.605,30.401,315.48,212.229,234.412,6884,2,,,3,,save country type colony; regular AI benchmark excludes fallen/special countries,saves/checkpoint-2350-autosave_2350.01.01.sav
observer-20260707T090209Z,2350,2350.01.01,10,AofB,16777225,918.129,4830,0,0,,169.566,37.265,74.259,120.003,255.846,41.256,5869,1,,,2,,save country type country; regular AI benchmark excludes fallen/special countries,saves/checkpoint-2350-autosave_2350.01.01.sav
observer-20260707T090209Z,2350,2350.01.01,11,Kikasa Accord,16777270,565.155,4047.5,40,40,,126.059,26.763,44.691,204.782,55.26,20,7066,2,,,4,,save country type country; regular AI benchmark excludes fallen/special countries,saves/checkpoint-2350-autosave_2350.01.01.sav
